[x1, [(0.9, 1.1317833193969372e-32), (0.91, 2.6169429009881356e-32), (0.92, 6.771356472383611e-32), (0.93, 2.5269186865867723e-32), (0.9400000000000001, 7.257041868449565e-33), (0.9500000000000001, 9.983678397513599e-32), (0.9600000000000001, 2.493560969965973e-32), (0.9700000000000001, 1.9030715223125923e-32), (0.9800000000000001, 9.61600482862031e-33), (0.9900000000000001, 9.152994810270672e-33), (1.0, 2.2207800975143933e-32)]]
[x2, [(0.9, 1.4724898027758304e-32), (0.91, 2.2926038587201357e-32), (0.92, 2.908075243772788e-32), (0.93, 9.386299360171046e-33), (0.9400000000000001, 4.263857334255873e-32), (0.9500000000000001, 2.839863525429244e-32), (0.9600000000000001, 6.000008213358702e-32), (0.9700000000000001, 1.0675057765030406e-31), (0.9800000000000001, 4.719495680106207e-32), (0.9900000000000001, 2.229238104027281e-33), (1.0, 8.116523632229811e-32)]]
[x3, [(0.9, 1.113903264538169e-32), (0.91, 2.7148913867059334e-32), (0.92, 1.2928418561567228e-32), (0.93, 3.878614968158599e-32), (0.9400000000000001, 4.365999935282162e-33), (0.9500000000000001, 3.53338841382854e-32), (0.9600000000000001, 5.472730802635677e-32), (0.9700000000000001, 2.8793778757978852e-33), (0.9800000000000001, 1.9710717209999927e-31), (0.9900000000000001, 7.825322303759661e-33), (1.0, 2.4513756880743193e-32)]]
[x4, [(0.9, 2.5706739850144595e-32), (0.91, 6.7754542157863e-32), (0.92, 1.440176868034837e-31), (0.93, 5.204596316171868e-33), (0.9400000000000001, 3.577151370611141e-33), (0.9500000000000001, 1.0876406455305098e-31), (0.9600000000000001, 2.261248940324098e-32), (0.9700000000000001, 2.9753951314136678e-33), (0.9800000000000001, 2.3153351361582597e-32), (0.9900000000000001, 3.8746522015040025e-32), (1.0, 2.541558941661169e-32)]]
[x5, [(0.9, 4.652186595355938e-33), (0.91, 4.611742825094408e-32), (0.92, 3.402499478988348e-32), (0.93, 2.693913450423668e-32), (0.9400000000000001, 1.5349407782470384e-31), (0.9500000000000001, 3.845453062117853e-32), (0.9600000000000001, 2.1182160756432603e-31), (0.9700000000000001, 1.4864738755533104e-33), (0.9800000000000001, 7.779933192865694e-32), (0.9900000000000001, 2.231169422563962e-32), (1.0, 2.89003314690488e-34)]]
[x6, [(0.9, 1.4685093636707495e-32), (0.91, 2.6221875920377195e-32), (0.92, 2.3611916722658155e-32), (0.93, 1.9046908645615443e-33), (0.9400000000000001, 3.0013400412245536e-32), (0.9500000000000001, 1.2798979380930198e-33), (0.9600000000000001, 1.584406008243109e-32), (0.9700000000000001, 1.9688833073243117e-32), (0.9800000000000001, 4.045207356396559e-32), (0.9900000000000001, 1.9472283159916683e-32), (1.0, 1.6021025665829696e-33)]]
[x7, [(0.9, 3.4523211397400424e-32), (0.91, 2.5514823958334376e-32), (0.92, 3.067536870007062e-32), (0.93, 2.6001377585851336e-32), (0.9400000000000001, 1.066746995757592e-31), (0.9500000000000001, 1.052608048057529e-32), (0.9600000000000001, 3.346455099415373e-33), (0.9700000000000001, 4.89223968608746e-32), (0.9800000000000001, 7.17084708356683e-32), (0.9900000000000001, 1.9295380604596139e-32), (1.0, 4.385979979476377e-31)]]
[x8, [(0.9, 1.721420221177355e-31), (0.91, 5.448490639048851e-32), (0.92, 4.0876624030202086e-33), (0.93, 3.453705038752253e-32), (0.9400000000000001, 2.7301387697753746e-33), (0.9500000000000001, 5.786770601782274e-33), (0.9600000000000001, 2.3644471684087157e-32), (0.9700000000000001, 1.002373331525052e-31), (0.9800000000000001, 4.518795102389811e-32), (0.9900000000000001, 1.0176539138374728e-31), (1.0, 1.7636470698085227e-32)]]
[x9, [(0.9, 1.329952624753587e-32), (0.91, 8.927378077007719e-32), (0.92, 1.4665291502360309e-32), (0.93, 6.388888200344983e-32), (0.9400000000000001, 2.402562554956261e-32), (0.9500000000000001, 7.615759885643476e-32), (0.9600000000000001, 7.518248849406798e-33), (0.9700000000000001, 1.0987566749904203e-31), (0.9800000000000001, 1.1275100396033582e-31), (0.9900000000000001, 6.839040705678221e-33), (1.0, 2.522129955839318e-33)]]
[x10, [(0.9, 3.6943354609414733e-32), (0.91, 1.6449993253850817e-32), (0.92, 1.9128071525084225e-32), (0.93, 2.0009913847071282e-33), (0.9400000000000001, 8.945560675344745e-32), (0.9500000000000001, 1.6418566951469441e-32), (0.9600000000000001, 1.4432711620499158e-32), (0.9700000000000001, 4.014384973786306e-32), (0.9800000000000001, 3.107143460246317e-33), (0.9900000000000001, 3.7469649558945095e-32), (1.0, 1.999529660593105e-32)]]
[x11, [(0.9, 4.770964338938954e-32), (0.91, 3.1777629206242003e-32), (0.92, 6.298710088160803e-33), (0.93, 3.857110719631758e-32), (0.9400000000000001, 2.593985395104481e-32), (0.9500000000000001, 1.2131461206136233e-31), (0.9600000000000001, 3.3854540818692435e-33), (0.9700000000000001, 2.298047174765664e-33), (0.9800000000000001, 1.339669045995654e-31), (0.9900000000000001, 1.06814487241105e-31), (1.0, 6.099017445177481e-32)]]
[x12, [(0.9, 4.141371828713179e-33), (0.91, 3.0582085995283027e-33), (0.92, 6.769054136381669e-32), (0.93, 1.5479434178220108e-32), (0.9400000000000001, 8.294240331103279e-32), (0.9500000000000001, 1.3335437138326194e-31), (0.9600000000000001, 8.759166392503214e-32), (0.9700000000000001, 1.1118092377264961e-32), (0.9800000000000001, 1.0502259063976485e-32), (0.9900000000000001, 1.92517056027155e-33), (1.0, 1.4258425769660556e-31)]]
[x13, [(0.9, 2.175704963087975e-33), (0.91, 3.619204011417806e-33), (0.92, 6.604328483452135e-33), (0.93, 9.053486167220785e-32), (0.9400000000000001, 2.0697720175270552e-33), (0.9500000000000001, 4.423127607489229e-32), (0.9600000000000001, 3.638814252612326e-32), (0.9700000000000001, 1.3791957493271664e-33), (0.9800000000000001, 6.527359057836516e-32), (0.9900000000000001, 1.030654137369736e-32), (1.0, 3.7032945355737765e-32)]]
[x14, [(0.9, 2.1134941195427077e-32), (0.91, 4.131631103240396e-32), (0.92, 7.366429130645837e-32), (0.93, 6.176047036478568e-32), (0.9400000000000001, 2.58367773740562e-32), (0.9500000000000001, 7.585244339285416e-32), (0.9600000000000001, 6.4526814385572e-33), (0.9700000000000001, 8.73375661953603e-33), (0.9800000000000001, 1.5235013356669737e-31), (0.9900000000000001, 2.872000620804976e-32), (1.0, 4.898814675017871e-33)]]
[x15, [(0.9, 1.876216486382313e-32), (0.91, 4.0447937383353516e-32), (0.92, 7.19406162060323e-32), (0.93, 3.450503351317371e-32), (0.9400000000000001, 5.232043971110871e-32), (0.9500000000000001, 6.647701498454505e-32), (0.9600000000000001, 2.4378661092232513e-32), (0.9700000000000001, 2.297707962713014e-32), (0.9800000000000001, 5.854127587474562e-33), (0.9900000000000001, 6.744928937160403e-33), (1.0, 5.9115576402641336e-33)]]
[x16, [(0.9, 2.5407050987813524e-33), (0.91, 1.6540699583749003e-32), (0.92, 6.566168407264315e-32), (0.93, 5.105007214271009e-33), (0.9400000000000001, 4.181443034263693e-32), (0.9500000000000001, 1.7899745310039024e-32), (0.9600000000000001, 4.157125245274665e-34), (0.9700000000000001, 1.0478730218320881e-31), (0.9800000000000001, 2.1087743760235977e-32), (0.9900000000000001, 1.1871603763146128e-32), (1.0, 8.594245275907063e-32)]]
[x17, [(0.9, 2.7911425456462344e-32), (0.91, 6.498055143932379e-33), (0.92, 1.8271150612745912e-31), (0.93, 5.906612842722123e-32), (0.9400000000000001, 5.088193538025353e-33), (0.9500000000000001, 2.661785895244934e-32), (0.9600000000000001, 3.980182811420558e-34), (0.9700000000000001, 4.7581237006751755e-33), (0.9800000000000001, 2.3309655371410326e-32), (0.9900000000000001, 2.0986361090270773e-32), (1.0, 1.5009561218583768e-32)]]
[x18, [(0.9, 5.468972314011511e-33), (0.91, 2.1248886354774365e-32), (0.92, 4.784116216821698e-32), (0.93, 3.4874914438308985e-32), (0.9400000000000001, 4.4440199690393165e-32), (0.9500000000000001, 1.8716117268155146e-32), (0.9600000000000001, 1.142869158225753e-32), (0.9700000000000001, 3.9715347169481267e-32), (0.9800000000000001, 1.0723807269962615e-31), (0.9900000000000001, 3.749379062752826e-32), (1.0, 5.415011784058703e-32)]]
[x19, [(0.9, 4.971757460949484e-32), (0.91, 7.652647993851289e-32), (0.92, 1.0467761432873063e-33), (0.93, 4.1816355447794163e-32), (0.9400000000000001, 1.176796612773407e-32), (0.9500000000000001, 4.596280285040697e-32), (0.9600000000000001, 4.293043578635205e-32), (0.9700000000000001, 9.625454017754366e-32), (0.9800000000000001, 4.4954502354184916e-32), (0.9900000000000001, 4.503883109472237e-32), (1.0, 7.020016952681917e-32)]]
[x20, [(0.9, 1.1382393541059923e-32), (0.91, 2.02049503599417e-32), (0.92, 2.321188850582852e-32), (0.93, 2.674656061860203e-32), (0.9400000000000001, 8.194660729585982e-32), (0.9500000000000001, 1.2478436389959487e-32), (0.9600000000000001, 7.886205055242182e-32), (0.9700000000000001, 2.8809176485265755e-32), (0.9800000000000001, 7.502788211116312e-32), (0.9900000000000001, 3.187446389144588e-32), (1.0, 6.590668564463976e-31)]]
[x21, [(0.9, 2.639878704338295e-32), (0.91, 1.712248274796953e-32), (0.92, 3.8643231823942307e-32), (0.93, 1.7812751539194423e-33), (0.9400000000000001, 2.1620703091334627e-32), (0.9500000000000001, 2.6586993383362232e-33), (0.9600000000000001, 7.908308438036502e-32), (0.9700000000000001, 1.6872394379803767e-31), (0.9800000000000001, 7.051401843533956e-33), (0.9900000000000001, 6.1301630342425215e-33), (1.0, 5.141104740035533e-32)]]
